@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R52-53,56,7,21,55,16,24,57,25,23,27,5,19,26,3,11,17,2,8,6,20,10,9,18,12,54,30,58'

@attribute attribute_51 numeric
@attribute attribute_52 numeric
@attribute attribute_55 numeric
@attribute attribute_6 numeric
@attribute attribute_20 numeric
@attribute attribute_54 numeric
@attribute attribute_15 numeric
@attribute attribute_23 numeric
@attribute attribute_56 numeric
@attribute attribute_24 numeric
@attribute attribute_22 numeric
@attribute attribute_26 numeric
@attribute attribute_4 numeric
@attribute attribute_18 numeric
@attribute attribute_25 numeric
@attribute attribute_2 numeric
@attribute attribute_10 numeric
@attribute attribute_16 numeric
@attribute attribute_1 numeric
@attribute attribute_7 numeric
@attribute attribute_5 numeric
@attribute attribute_19 numeric
@attribute attribute_9 numeric
@attribute attribute_8 numeric
@attribute attribute_17 numeric
@attribute attribute_11 numeric
@attribute attribute_53 numeric
@attribute attribute_29 numeric
@attribute attribute_57 {0,1}

@data
0,0,3,0,0,1.437,0,0,23,0,0,0,0,3.75,0,0.75,0,0,0,0,0,0,0,0,0,0.75,0,0,0
0,0,12,0,0,2.51,0,0,123,0,0,0,0,3.18,0,0.79,0,0,0,0,0,0,0,0,0.39,0.39,0.059,0,0
0.033,0,86,0.04,0.2,2.747,0.08,0,1995,0,0,0,0.2,0.77,0,0.08,0.12,0,0.16,0.04,0,0,0.49,0.04,0,0.32,0.016,0,0
0,0,17,0,0,3.125,0,0,25,16.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.071,26,0,0,2.848,0,0,433,4.22,0,0,0,0,0.13,0,0.13,0,0,0.26,0,0,0,0.39,0,0.52,0,0,0
0,0,4,0,1.58,1.538,0,0,20,1.58,0,0,0,1.58,3.17,1.58,0,0,0,0,0,0,0,0,0,1.58,0,0,0
0.161,0,121,0,1.06,2.813,0,0,723,0.21,0,0,0.42,0.21,0,0.21,0,0.21,0,0,0,0,0,0.21,0,0,0.182,0,0
0.684,0,7,0,0,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0
0.211,0,1,0,1.21,1,0,0,11,0,0,1.21,0,1.21,0,1.21,0,0,0,0,2.43,0,0,0,0,0,0,0,0
0.068,0,21,0,0.94,3.195,0,0,147,0.47,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,1.41,0,0,0
0,0,10,0,1.28,1.952,0,0,41,5.12,0,0,0,2.56,0,0,0,0,1.28,0,0,0,0,0,0,1.28,0,0,0
0.072,0,60,0,1.75,2.847,0,0,242,2.63,0,0,0.29,0,0,0.29,0,0.29,0,0,0,0,0,0,0,0,0,0,0
0.045,0,11,0,0,1.837,0,0,158,3.76,0,0,0,0.26,2.68,0,0,0,0,0,0,0,0.53,0,0,3.76,0,0.26,0
0.301,0,8,0,0,1.942,0,0,68,1.83,0,0,0,2.75,0,0,0,0.91,0,0,0,0,0,0,0,0.91,0,0,0
0,0,10,0,0,5.5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1.571,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,0
0.613,0,1,0,0,1,0,0,14,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3.048,0,1,0,8.69,1,0,0,8,0,0,4.34,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,17,0,0,2.195,0,0,90,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,3.5,1.235,0,0,21,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0
0.725,0,4,0,0,1.187,0,0,19,0,0,0,0,1.56,0,0.78,0,0,0,0,0,0,0,0,0,0.78,0,0,0
0,0.031,41,0,0.22,3.407,0,0,535,0.57,0,0.11,0.11,0.45,0.68,0.11,0,0,0,0,0.11,0,0,1.03,0,0.34,0,0,0
0.048,0,22,0,1.68,2.326,0,0,107,0.33,0,0,1.01,1.35,0.33,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0
0,0.006,52,0,0.06,2.838,0,0,2078,0.44,0,0.02,0.24,0.08,0.47,0.15,0.02,0,0,0.04,0.31,0,0,0.22,0.02,0.08,0,0,0
0.08,0,12,0,1.02,1.885,0,0,66,0,0,0,0,0.51,0,0.51,0,0,0,0,0.51,0,0,0,0,0.51,0,0,0
0.061,0,11,0,0,1.392,0,0,71,0,0,0,0.32,0,0,0.65,0,0,0,0,0,0,0,0,0,0.32,0,0,0
0,0.027,22,0.2,0,2.214,0,0,423,3,0,0,0.1,0,0,0.1,0,0,0,0.2,0.1,0,0,0.1,0,0.2,0,0,0
0.117,0,160,0,2.14,2.616,0,0,683,0.23,0,0,0.23,0.23,0,0.23,0,0.23,0,0,0,0,0,0.23,0,0,0.164,0,0
0.123,0,34,0,0,2.063,0,0,130,4.5,0,0,0,0,1.8,0,0,3.15,0,0,0,0,0,0,0,0,0,2.7,0
0,0,4,0,0,2,0,0,10,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,63,0,0,4.771,0,0,1064,0.96,0,0.16,0.16,0,0.48,0.32,0,0,0.16,0.16,0,0,0,0.16,0,0,0.11,0,0
0.091,0,5,0,0,1.212,0,0,40,0.54,0,0,0.54,0,0.54,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0
0,0,5,0,0,1.114,0,0,39,5.68,0,0,0,1.51,4.16,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0
0.24,0,10,0,0,1.687,0,0,27,7.14,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,3.57,0,0,3.57,0
0,0,6,0,0,1.426,0,0,97,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0.3,0
0.218,0,10,0,0,1.687,0,0,27,5.55,0,0,0,0,2.77,0,0,0,0,0,0,0,0,0,2.77,0,0,2.77,0
0,0,9,0,0,1.6,0,0,24,1.96,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,3.92,0,0,0
0,0,8,0,0,2.888,0,0,26,3.7,0,3.7,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0.645,0,0
0.31,0.103,11,0,0,2.034,0,0,59,2.22,0,0,0.74,0.74,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.085,52,0,0,2.924,0,0,617,1.1,0,0,0.89,0,0,0.06,0,0.96,0,0.2,0.13,0,0,0,0,0.13,0,0,0
0,0,44,0,0.38,3.937,0,0,693,2.32,0,0,0,0,0.96,0.19,0,0,1.35,0,0,0,1.74,0,0,0.19,0,0,0
0,0.033,36,0,0.38,1.705,0,0,220,0.69,0,0,1.53,0.76,0,0.15,0.07,0.07,0,0.46,0.15,0,0,0,0,0.46,0,0,0
1.886,0,4,0,0,1.375,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.08,15,0,0.69,2.488,0,0,112,1.38,0,0,0.69,0.69,0,0,0,0,0,0,0,0,0,0,0,1.38,0,0,0
0,0,3,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,0,1.416,0,0,68,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0
0,0,119,0,0,3.606,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0.3,0,0,0
0,0,37,0,0,2.448,0,0,120,0.93,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0.46,0
0,0,26,0,0,1.958,0,0,329,0.75,0,0,0,0,0.25,0,0,0,0,1,0.25,0,0,0,0.25,0.25,0,1,0
0.042,0,22,0,0.73,2.031,0.11,0,971,1.69,0,0,0.22,1.35,1.3,0.22,0.11,0.16,0.05,0,0.05,0,0.11,0.05,0,0.56,0,0.11,0
0,0,24,0,0.14,1.687,0,0,496,0.14,0,0,0,0,0.57,0,0,0.14,0,0,0,0,0,0.14,0,0.43,0,0,0
0.052,0,38,0,0.29,2.721,0,0,566,0.29,0,0,0,0.29,0,0,0,0.29,0,0,0,0,0,0.29,0,0,0.235,0,0
0,0,15,0,0,2.186,0,0,164,4.54,0,0,0.45,1.36,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0
0,0,15,0,0,1.696,0,0,56,1.6,0,0,0.8,2.4,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0
0,0,10,0,0,5.5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0
0,0,24,0,0,2.204,0,0,496,3.52,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0.1,0,0,0.96,0,0,0
0,0,10,0,0,5.5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,25,0,1.01,3.108,0,0,115,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,0,0
0,0,4,0,2.04,1.062,0,0,137,0,0,0,0.68,0.34,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0
0.02,0,52,0,0,4.113,0,0,654,2.48,0,0,0.14,0.14,1.6,0,0,0,0,0.14,0,0,0,0,0,0.73,0,0.14,0
0,0,4,0,0,1.666,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54,0,0,0
0,0,11,0,0,4,0,0,68,4.34,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,2.17,0,0,2.17,0
0,0,5,0,0,1.5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,18,0,2.6,2.545,0.26,0,168,0.26,0,0,0.26,2.08,0,0,0,0,0,0,0.26,0,0.26,0,0,0.26,0,0,0
0,0,6,0,0,1.446,0,0,94,0.31,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0.31,0
0.074,0,18,0,0.48,2.534,0,0,185,2.89,0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0
0,0,11,0,0,1.89,0,0,138,3.88,0,0,0,0.32,2.58,0,0,0,0,0,0,0,0.64,0,0,3.23,0,0.32,0
0,0,10,0,0,5.5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.073,0,49,0,0.85,2.206,0,0,1026,0.2,0.05,0,0.3,2.06,0,0,0,0,0.1,0.3,0.15,0,0,0,0,0.6,0,0,0
0,0,3,0,0,1.142,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0
0,0,18,0,2.73,2.593,0.27,0,166,0.27,0,0,0,2.18,0,0,0,0,0,0,0.27,0,0.27,0,0,0.27,0,0,0
0.008,0.005,71,0,0.07,2.145,0.01,0,2954,0,0.01,0.03,0.09,0.03,0,0.15,0,0.09,0,0.03,0.05,0.01,0.05,0.05,0.13,0.41,0.002,0,0
0,0.012,104,0,0.42,4.179,0,0.08,1655,1.34,0,0,0,0.58,0.58,0,0,0.5,0.08,0,0,0.16,0.33,0.16,0.33,0.67,0,0.08,0
0.17,0,4,0,1,1.692,0,0,22,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,16,0,0,1.974,0,0,77,4.7,0,0,0,0,2.35,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,17,0,0,2.239,0,0,206,4.62,0,0,0,0.71,0,1.06,0,0.71,0,0,0.35,0,0,0,0,2.13,0,1.06,0
0.239,0,10,0,0,1.687,0,0,27,7.14,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,3.57,0,0,3.57,0
0,0,10,0,0,1.611,0,0,29,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,2,0
0.202,0.121,7,0,2.76,1.945,0,0.69,142,0,0,0,0,2.76,0,0,0,0,0,0,0.23,0,0,0,0,0.92,0,0,0
0,0,7,0,0,1.666,0,0,15,0,0,0,0,0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0
0,0,16,0,0,2.27,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0
0,0,5,0,1.72,2.058,0,0,35,0,0,0,0,3.44,1.72,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0
0.148,0,18,0,1.16,1.972,0,0,71,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,2.32,0,0,0
0,0,17,0,0,3.533,0,0,53,1.36,0,0,0,0,1.36,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0
0,0,21,0,0,2.533,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.313,0.313,66,0,1.77,7.588,0,0,129,0,0,0,0,1.77,0,1.18,0,0,0,0,0,0,0,0.59,0,0,0,0,0
0,0,5,0,0,1.5,0,0,72,2.31,0,0,0,0.57,0,0,0,1.15,0,0,0.57,0,0,0,0,1.73,0,1.73,0
0,0,108,0,0,3.414,0,0,536,3.34,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0.62,0,0.2,0.454,0,0
0.125,0,27,0,0,2.925,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.045,0,5,0.5,0.25,1.324,0,0,98,0,0,0,0,1.25,0,0.25,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0
0,0.016,45,0,0.16,2.887,0,0,875,0.62,0,0.05,0.16,0.22,0.67,0.45,0,0,0,0,0.11,0,0,0.62,0.05,0.16,0,0,0
0.372,0,12,0,0.35,1.641,0,0,110,0,0,0,0.35,0.71,0,0.35,0,0,0,0,0.71,0,0,0,0,0.71,0,0,0
0.413,0,13,0.25,2.31,1.78,0.25,0,146,0,0,0,0.25,2.05,0,0,0.25,0,0.25,0,0,0,0.25,0,1.02,0,0.165,0,0
0.214,0,4,0,0,1.263,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0
0.448,0,12,0,1.38,1.451,0,0,45,1.38,0,2.77,0,1.38,1.38,0,0,0,0,0,0,0,0,0,0,1.38,0,0,0
1.234,0,5,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,10,0,0,1.735,0,0,59,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,1.52,0,0,0
0.165,0,7,0,0,1.666,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77,0,0,0
0,0,3,0,0,1.5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,0,2.025,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11,0,0.42,2.555,0,0.42,92,1.27,0,0,0,3.4,0.85,0,0,0,0,0,0,0,0.42,0,0,0.42,0,0.42,0
0,0,9,0,0,2.307,0,0,30,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0
0,0,1,0,0,1,0,0,17,0,0,1.36,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.724,0,8,0,0,2.285,0,0,16,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,200,0,1.4,18,0,0,378,0,0,0.7,0,1.4,0,0,0,0.7,0,0,0,0,0,0,0,1.4,0,0,0
0,0,13,0,0.14,1.566,0,0,462,0.14,0,0,0,0,0.57,0,0,0.14,0,0,0,0,0,0.14,0,0.43,0,0,0
0,0.052,20,0,0,2.165,0,0,446,1.69,0.13,0,0.26,0,0,0.13,0,0.13,0,0.65,0,0,0,0.13,0,0.78,0,0,0
0,0,4,0,0,1.461,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,13,0,0.33,1.644,0,0,74,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.151,0,9,0,0.42,1.533,0,0,69,1.28,0,0,0,0.42,2.57,0,0,0,0,0,0,0,0.42,0,0,0.42,0,0.42,0
0,0,11,0,0,2.95,0,0,59,3.92,0,0,0,0,1.96,1.96,0,0,0,0,0,0,0,0,1.96,0,0,1.96,0
0,0,7,0,0,1.353,0,0,88,0.96,0,0,0,0,1.93,0.48,0,0.48,0,0,0,0,0,0,0,0,0,0.48,0
0.167,0,10,0,0,1.533,0,0,46,3.33,0,0,0,1.66,1.66,1.66,0,0,0,0,0,0,0,0,1.66,0,0,1.66,0
0,0,11,0,0,2.473,0,0,47,2.45,0,0,0,0.81,2.45,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0
0,0,13,0,0,2.666,0,0,104,5.37,0,0,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0,2.15,0.194,0,0
0.047,0.028,23,0,0.46,1.948,0,0,836,2.57,0,0,0.06,0.52,0.92,0.19,0,0,0,0,0.06,0,0.13,0,0,0.26,0,0.52,0
0,0,7,0,0,2.266,0,0,34,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,5.12,0,0,0
0.03,0,12,0,0.38,2.852,0,0,388,0.19,0,0,0,1.33,0,0,0.38,0,0,0,0,0,0,0,0,0.19,0.03,0,0
0,0,11,0,0,3.1,0,0,31,9.09,0,4.54,0,0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,4.54,0
0,0,1,0,0,1,0,0,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,1.2,0,0,12,0,0,2.43,2.43,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,0,1.5,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,28,0,0,3.875,0,0,93,0,0,1.4,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0
0.134,0,121,0,1.56,3.08,0,0,693,0.44,0,0,0.67,0.67,0,0.22,0,0.44,0,0,0,0,0,0.22,0,0,0.156,0,0
0.161,0,3,0,0,1.25,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.284,0.094,11,0,0,2,0,0,60,2.08,0,0,0.69,0.69,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.036,32,0,0.26,3.185,0,0,481,0.65,0,0.13,0.13,0.52,0.79,0.13,0,0,0,0,0,0,0,1.18,0,0.52,0,0,0
0,0.011,64,0,0.08,3.851,0,0,1583,0.39,0,0.04,0.04,0.17,0.44,0.22,0,0.04,0,0,0,0,0.04,0.44,0,0.22,0,0,0
0,0,15,0,1.72,1.95,0,0,156,0.28,0,0,0.86,2.87,0.28,0.28,0.28,0,0.28,0,0,0,0.28,0,0,0,0,0,0
0,0.013,85,0,0.14,3.685,0,0,1463,0.62,0,0.04,0.04,0.19,0.66,0.04,0,0,0.04,0,0,0,0,0.66,0.04,0.33,0,0,0
0,0,3,0,0,1.19,0,0,25,0,0,1.14,1.14,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0
0,0,11,0,0,2.4,0,0,24,0,0,3.22,3.22,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,0
0,0.013,26,0,0,2.361,0,0,562,4.5,0.1,0,0,0,0.1,0.1,0,0.2,0,0.1,0,0,0,0,0,0.4,0,0,0
0,0,75,0,0,8.125,0,0,195,0.97,0,0,0,1.94,0.97,1.94,0,0,0,0,0,0,0.97,0,0,0.97,0,0.97,0
0,0,8,0,0,2.142,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0,0,2.46,0,0,0
0.37,0,69,0,1.62,5.375,0,0,129,0.81,0,0,0.81,1.62,0,0.81,0,0,0,0,0,0,0,0,0,0.81,0,0,0
0,0,17,0,0,7,0,0,35,15.38,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,76,0,0.81,4.971,0,0,517,0.81,0,0,0,1.08,0.81,0.27,0,0,0,0,0,0,0.54,0.27,0.27,0.81,0,0.54,0
0.111,0,4,0,0,1.23,0,0,32,1.12,0,0,0,4.49,0,2.24,0,0,0,0,0.56,0,0,0,1.12,1.12,0,0,0
0.063,0.126,35,0,1.09,2.562,0,0.72,123,0,0,0,0,0.72,0,1.09,0,0,0,0,0,0,0,0,0,0.72,0,0,0
0,0,2,0,0,1.2,0,0,12,2.38,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,17,0,0,5,0,0,20,16.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,20,0,0.27,4.891,0,0,675,9.83,0,0.54,0,0.54,0.81,0.27,0,0,0,0,0,0,0,0,0,0.81,0,0.27,0
0,0,6,0,0,1.625,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,0,3.34,0,0,167,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0
0,0,2,0,0,1.125,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,12,0,0.87,1.466,0,0,44,0.87,0,0.87,1.75,1.75,0.87,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0
0,0.365,10,0,0,3.016,0,0,187,0.48,0,0,0,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.176,0,3,0,0,1.241,0,0,36,0,0,1.02,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,0,1.444,0,0,104,1.81,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0.45,0,0.9,0
0,0,3,0,0,1.333,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.127,0,11,0,0,1.755,0,0,79,0.76,0,1.52,0.76,0.76,0,0.76,0,0,0,0,0,0,0,0,0,0,0,1.52,0
0,0,3,0,1.23,1.166,0,0,14,0,0,0,2.46,2.46,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0,0
0,0,13,0,0,1.554,0,0,143,0.92,0,0,0,0,0.92,0,0,0,0,0,0.69,0,0,0.23,0,0,0,0,0
0.179,0,13,0,0,2.037,0,0,55,1.04,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0
0,0,6,0,0,1.545,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.142,10,0,1.02,1.857,0,0,65,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,0,1.6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.065,0,13,0,0.46,2,0,0,86,0.93,0,0,0,5.11,1.39,0,0,0,0,0,0,0,0,0,0.46,2.32,0,0,0
0,0,13,0,0,2.246,0,0,146,1.76,0,1.76,0.58,0.58,1.17,0.58,0,0,0,0,0,0,2.35,0,0,0,0,0.58,0
0,0,33,0,0,4.472,0,0,161,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0.133,0,0
0,0,37,0,0.51,4,0,0,216,3.06,0,0.51,0,0.51,2.04,0,0,0,0,0,0,0,0.51,0,0,0,0,1.02,0
0,0,5,0,0.85,1.55,0,0,31,0,0,0,1.7,0,0.85,0,0,0,0.85,0,0,0,0.85,0,0,0.85,0,0,0
0,0,13,0,0.52,2.225,0,0,158,1.58,0,1.05,0.52,0.52,1.05,0.52,0,0,0,0,0,0,2.11,0,0,0,0,0.52,0
0,0,13,0,0,2.238,0,0,141,2.77,0,1.19,0.39,1.19,1.98,0,0,0,0.39,0,0,0,0.39,0,0,1.19,0,0.39,0
0.141,0,8,0,0,1.535,0,0,43,1.72,0,0,0,2.58,0,0,0,0.86,0,0.86,0,0,0,0,0,2.58,0,0.86,0
0,0,11,0,0,2.506,0,0.58,183,1.75,0,0,0,0,1.16,0.58,0,0,0,0,0,0,0,0,0.58,0,0.178,0.58,0
0,0,107,0,2.06,3.344,1.72,0,194,0,0,0,0,1.03,0,0.34,0.34,0,0.68,0.34,0,0,0,0,0,0,0,0,0
0,0,1488,0,0,251,0.58,0,1506,0,0,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0
0,0,13,0,0.61,1.837,0,0,305,1.38,0,0.61,0,1.38,0.3,0.3,0,0,0,0,0,0,0,0,0.15,0.15,0,0.15,0
0.376,0,157,0,0.29,3.338,0,0,611,0,0,0,0.29,0.29,0,0.29,0,0.29,0,0,0,0,0,0.29,0,0.29,0.125,0,0
0,0,15,0,0,2.119,0,0,142,0.86,0,0,0,0.86,0.43,0,0,0,0,0,0,0,0,0.43,0,2.17,0,0,0
0,0,13,0,0.55,2.113,0,0,167,2.77,0,1.11,0,1.11,2.22,0,0,0,0,0,0,0,0.55,0,0,0.55,0,0.55,0
0,0,8,0,0,2,0,0,36,1.49,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0
0,0,13,0,0,1.61,0,0,95,1.79,0,0,0.44,0,0,0.89,0,0.89,0,0,0.44,0,0,0,0,0.89,0,0,0
0,0.129,31,0,0.6,3.266,0,0,196,0,0,0,0,0.6,0.3,0,0,0,0,0,0,0,0,0,0.6,0.9,0,0,0
0,0,3,0,0,1.666,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,0.71,1.292,0,0,84,0,0,0.35,0,1.42,0,0.35,0,0,0,0,0,0,0,0,0,0.35,0,0,0
0,0,1,0,0,1,0,0,19,0,0,0,1.85,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,1.25,0,0,15,1.61,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,28,0,0.65,3.857,0,0,162,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0.109,0,0
0,0,45,0,0.36,2.293,0,0,172,0.36,0,0,0.36,1.1,0.36,1.47,0.36,0,0,0,0,0,0,0.36,0,3.32,0,0,0
0,0,5,0,0,1.673,0,0,82,0,0,0,0.83,0,0.41,0,0,0,0,0.83,0.41,0,0,0,0,1.67,0,0,0
0,0,1,0,0,1,0,0,16,0,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,15,0,0.87,1.785,0,0,75,1.75,0,2.63,0.87,0,0.87,0.87,0,0,0,0,0,0,0.87,0,0,0,0,0,0
0,0,1,0,0,1,0,0,6,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,26,0,0,4.19,0,0,88,0,0,1.63,0,0,0,0,0,0,0,0,0,0,1.63,0,0,0,0,0,0
0,0,13,0,0,2.057,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0
0,0,5,0,0,1.75,0,0,21,2.22,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,15,0,0.56,2.464,0,0,207,3.37,0,0.28,0,1.4,1.4,0.28,0,0,0,0,0,0,0,0,0,0,0,0.28,0
0,0,28,0,0,4.068,0,0,236,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.084,0,0
0.144,0,10,0,0,1.857,0,0,39,2.66,0,0,0,0,1.33,1.33,0,0,0,0,0,0,0,0,1.33,0,0,1.33,0
0,0,13,0,0.7,1.746,0,0,145,2.8,0,1.4,0.35,2.1,1.05,0,0,0,0,0,0,0,0.35,0,0,0,0,0.35,0
