@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R52-53,56,7,21,55,16,24,57,25,23,27,5,19,26,3,11,17,2,8,6,20,10,9,18,12,54,30,58_clustered'

@attribute Instance_number numeric
@attribute attribute_51 numeric
@attribute attribute_52 numeric
@attribute attribute_55 numeric
@attribute attribute_6 numeric
@attribute attribute_20 numeric
@attribute attribute_54 numeric
@attribute attribute_15 numeric
@attribute attribute_23 numeric
@attribute attribute_56 numeric
@attribute attribute_24 numeric
@attribute attribute_22 numeric
@attribute attribute_26 numeric
@attribute attribute_4 numeric
@attribute attribute_18 numeric
@attribute attribute_25 numeric
@attribute attribute_2 numeric
@attribute attribute_10 numeric
@attribute attribute_16 numeric
@attribute attribute_1 numeric
@attribute attribute_7 numeric
@attribute attribute_5 numeric
@attribute attribute_19 numeric
@attribute attribute_9 numeric
@attribute attribute_8 numeric
@attribute attribute_17 numeric
@attribute attribute_11 numeric
@attribute attribute_53 numeric
@attribute attribute_29 numeric
@attribute attribute_57 {0,1}
@attribute Cluster {cluster0,cluster1}

@data
2185,0.002,0,58,0,0.03,2.106,0.11,0,3027,0,0.01,0,0.13,0.07,0,0.13,0.03,0.53,0.01,0,0.01,0,0.13,0.01,0.07,0.45,0.01,0,0,cluster1
2186,0,0,55,0,1.19,3.086,0,0,142,1.19,0,0,0,2.38,1.19,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,cluster1
2187,0,0,1,0,0,1,0,0,3,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2188,0.087,0,13,0,0,2.812,0,0,90,0,0,0,0,3.14,0,0.78,0,0,0,0,0,0,0,0,0,1.57,0,0,0,cluster1
2189,0,0,46,0,0.29,2.297,0,0,680,0.44,0,0,0,0,0,0,0,0.14,0.44,0,0,0,0.29,0,0,0.29,0,0.89,0,cluster1
2190,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2191,0,0,5,0,0,1.888,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2192,0.25,0,9,0,0,2.619,0,0,55,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2193,0,0,3,0,0,1.75,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2194,0,0,12,0,0,1.964,0,0,110,1.72,0,0,0.57,0,0.57,0,0,0,0,0,0,0,0,0,0.57,1.72,0,0.57,0,cluster1
2195,0,0,5,0,0,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54,0,0,0,cluster1
2196,0.262,0,14,0,1.98,1.565,0.99,0,36,0.99,0,0,0,2.97,0.99,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,cluster0
2197,0,0,7,0,0,1.666,0,0,25,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2198,0,0,2,0,0,1.333,0,0,4,8.33,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2199,0,0,12,0,2.18,1.897,0,0,74,1.45,0,1.45,0,1.45,0.72,0,0,0,0,0,0,0,0,0,0,0.72,0,0.72,0,cluster1
2200,0,0,12,0,2.35,1.76,0,0,81,1.17,0,1.17,0,1.17,0.58,0,0,0,0,0,0,0,0,0,0,0.58,0,0.58,0,cluster1
2201,0,0,12,0,0.73,2.171,0,0,76,1.47,0,0.73,0,3.67,0.73,1.47,0,0,0,0,0,0,0,0,0,0,0,0.73,0,cluster0
2202,0,0,6,0,0,1.56,0,0,39,0,0,0,0,1.41,0,0,0,0,0,0,0,0,1.41,0,0,0,0,0,0,cluster1
2203,0,0,3,0,2.5,1.222,0,0,11,0,0,0,0,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
2204,0.309,0,34,0,0.52,3.973,0,0,151,2.09,0,1.04,0.52,2.09,2.61,0.52,0,0,0,0,0,0,0,0,0,0,0,0.52,0,cluster1
2205,0.104,0,17,0,0,2.152,0,0,127,2,0,0,0,0.66,2.66,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2206,0,0,4,0,0,1.35,0,0,27,2.59,0,0,0,2.59,2.59,1.29,0,0,0,0,0,0,1.29,0,0,1.29,0,0,0,cluster1
2207,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2208,0,0,14,0,0,3,0,0,348,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.555,0,0,cluster1
2209,0,0,1,0,0,1,0,0,6,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2210,0,0,1,0,0,1,0,0,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2211,0,0,20,0,0.4,6.113,0,0,593,13.93,0,0,0,0,0.81,0.4,0,0,0,0,0,0,0,0,0,0.4,0,0,0,cluster1
2212,0,0,12,0,0.5,2.319,0,0,109,4.02,0,1,0,2.01,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,cluster1
2213,0,0,5,0,0.75,1.433,0,0,86,0,0,0.37,0,2.63,0,0,0,0,0,0,0,0,0.37,0,0,0.75,0,0,0,cluster1
2214,0.103,0,4,0,0.57,1.411,0,0,24,0.28,0,0.57,1.73,1.15,0,0.28,0,0,0,0,0,0,0,0,0,0.28,0,0.28,0,cluster1
2215,0,0,2,0,0,1.1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2216,0,0,6,0,0,2.6,0,0,13,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2217,0,0,2,0,0,1.285,0,0,9,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2218,0.239,0,13,0,0,2.688,0,0,121,3.96,0,1.98,0,0,2.97,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,cluster1
2219,0,0,31,0,0.54,2.521,0,0,517,0.27,0,0,0,0.81,0,0,0,0.27,0,0,0,0,0,0.27,0,0.27,0.23,0,0,cluster1
2220,1.123,0,16,0,0,2.6,0,0,26,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2221,0.138,0,11,0,0,1.986,0,0,147,2.88,0,0.96,0,0.96,0.96,0,0,0,0,0,0,0,0,0,0.48,0.96,0,0.96,0,cluster1
2222,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,cluster1
2223,0,0,75,0,0,11.687,0,0,187,2.32,0,0,0,0,2.32,0,0,0,0,0,0,0,2.32,0,0,0,0,2.32,0,cluster1
2224,0,0,75,0,0.43,3.372,0,0,344,0.43,0,0,0,1.08,0.43,0.43,0,0,0,0,0.21,0,0.21,0,0,0.21,0,0.21,0,cluster1
2225,0,0,5,0,0,1.771,0.93,0,62,0,0,0,0.93,2.8,0.93,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2226,0,0.124,18,0,0.85,1.772,0,0,78,0.42,0,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2227,0,0.078,28,0,0,2.351,0,0,508,3.45,0.11,0,0.11,0,0,0.11,0,0.11,0,0.11,0,0,0,0,0,0,0,0,0,cluster1
2228,0,0,6,0,1.35,1.913,0,0,44,0,0,0,0,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
2229,0,0,57,0,0,3.153,0,0,246,5.57,0,1.19,0,2.39,1.59,0,0,0,0,0,0,0,0.39,0,0,0,0.052,1.19,0,cluster1
2230,0,0,58,0,0,2.677,0,0,415,0.46,0,0,0.3,1.69,0.15,0.15,0.15,0,0,0.15,0,0,0,0.15,0.46,2.76,0,0,0,cluster1
2231,0,0,13,0,0,2.421,0,0,92,7.6,0,2.17,0,1.08,2.17,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,cluster1
2232,0,0,10,0,1.23,2.142,0,0,75,0,0,3.7,0,1.23,0,0,0,0,2.46,0,0,0,0,0,1.23,0,0,0,0,cluster1
2233,0,0,22,0,0,2.2,0,0,55,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,cluster1
2234,0.203,0,15,0,0,2.541,0,0,61,1.17,0,1.17,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2235,0,0,4,0,0,2.25,0,0,18,0,0,4.16,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2236,0,0,7,0,0,2.916,1.85,0,35,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2237,0,0,69,0,0,2.59,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.32,0,0,0,cluster1
2238,2.272,0,7,0,0,1.75,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2239,0,0,23,0,0,2.064,0,0,322,3.17,0,0,0,0,0,0,0,1.24,0,0.13,0,0,0.13,0,0,1.1,0,0,0,cluster1
2240,0,0,7,0,0,2.95,0,0,59,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337,0,0,cluster1
2241,0,0.058,9,0,0,1.755,0,0,79,0.96,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,1.44,0.058,0,0,cluster1
2242,0.286,0,17,0,0,2.434,0,0,56,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2243,0.147,0,10,0,0,1.962,0,0,53,3.79,0,0,0,0,2.53,3.79,0,0,0,0,0,0,0,0,1.26,3.79,0,1.26,0,cluster0
2244,0,0,5,0,0,2.161,0,0,294,0,0,0,0.42,0.42,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,cluster1
2245,0.277,0,17,0,0,3,0,0,51,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2246,0,0,14,0,0,3.041,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657,0,0,cluster1
2247,0,0,34,0,0,3.086,0,0,250,0,0,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0.31,0.62,0,0,0,cluster1
2248,0,0,1,0,0,1,0,0,2,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
2249,0,0,11,0,1.38,2.333,1.38,0,42,2.77,0,1.38,0,1.38,1.38,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,cluster1
2250,0,0,3,0,2.5,1.416,0,0,17,0,0,0,0,2.5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,cluster0
2251,0,0.026,18,0,0,2.247,0,0,481,2.74,0.29,0,0.09,0.29,0,0.19,0,0.49,0,0.39,0,0,0,0,0,1.27,0,0,0,cluster1
2252,0.033,0.033,12,0,0,2.28,0,0,203,0.44,0,1.12,0.44,1.57,0.22,0.22,0,0,0.22,0.22,0,0,0.22,0,0,0.44,0,0.22,0,cluster1
2253,0,0,7,0,0,2.75,0,0,55,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342,0,0,cluster1
2254,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2255,0.068,0,25,0,0.98,2.059,0.09,0,593,1.57,0.09,0,0.19,1.77,0.78,0,0.09,0.39,0,0,0,0,0,0.09,0,0.59,0,0.09,0,cluster1
2256,0.055,0,6,0,0,1.685,0,0,59,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0.65,0,0.055,0,0,cluster1
2257,0.486,0,31,0,1.36,3.782,0,0,87,0.45,0,0,0,2.28,0,0.91,0,0,0,0,0.45,0,0,0,0.45,0.45,0,0,0,cluster0
2258,0,0,5,0,0,1.411,0,0,24,0,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,cluster1
2259,0.073,0.146,22,0.22,2.21,2.574,0,0,224,0,0,0.22,0.44,2.88,0,0.44,1.1,0,0.44,0,0,0,2.43,0,1.55,0.44,0.036,0,0,cluster0
2260,0,0,4,0,0,1.227,0,0,27,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2261,0.029,0.029,24,0,0,3.455,0,0,387,0,0,0.55,0.37,0.92,0,0.18,0,0,0.18,0.18,0,0,0.18,0,0,0.55,0,0,0,cluster1
2262,0.053,0.03,49,0,0.57,2.548,0,0,1134,0.52,0.05,0,0.4,1.15,0,0.05,0,0,0.11,0.4,0.11,0,0,0,0,0.34,0,0,0,cluster1
2263,0,0,7,0,0,1.533,0,0,46,3.73,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,cluster1
2264,0,0,12,0,0,1.718,0,0,122,3.06,0,0,0,0,4.08,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,cluster1
2265,0,0,7,0,0,3.478,0,0,80,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216,0,0,cluster1
2266,0.331,0,6,0,0,1.842,0,0,35,0,0,0,0,2.56,0,0.85,0,0,0,0,0,0,0,0,0,0.85,0,0,0,cluster1
2267,0,0,11,0,0,1.72,0,0,43,1.78,0,0,0,0,1.78,0,0,1.78,0,0,0,0,0,0,0,3.57,0,0,0,cluster1
2268,0,0,7,0,0,3.368,0,0,64,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294,0,0,cluster1
2269,0,0,9,0,0,2.217,0,0,204,0.19,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0.19,0,0,0,cluster1
2270,0,0,11,0,0,3.333,0,0,30,8.33,0,4.16,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,cluster1
2271,0,0,7,0,0,3.166,0,0,57,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341,0,0,cluster1
2272,0,0,7,0,0,2.95,0,0,59,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337,0,0,cluster1
2273,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2274,0,0,7,0,0,3.478,0,0,80,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216,0,0,cluster1
2275,0,0,4,0,0,1.5,0,0,9,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2276,0,0.052,97,0,1.65,6.894,0,0,393,0.55,0,0,0,1.65,0,0,0,0,0,0,0,0,0,0.55,0.55,0,0,0,0,cluster1
2277,0,0,37,0,0.58,3.552,0,0,373,3.51,0,0.87,0,0.58,2.34,0,0,0,0,0,0,0,0.29,0,0,0,0,1.17,0,cluster1
2278,0,0,29,0,8,5.888,0,0,53,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,cluster0
2279,0.149,0,10,0,0,1.482,0,0,43,0.79,0,0,0,1.58,0.79,1.58,0,0,0,0,0,0,0,0,0,0.79,0,0,0,cluster1
2280,0,0,4,0,0,1.375,0,0,11,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2281,0,0,19,0,0.33,2.016,0.33,0,125,0.99,0,0,0.33,0.33,0.33,0,0,0,0,0,0,0,0,0,0.33,0.33,0,0.33,0,cluster1
2282,0,0,1,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2283,0,0.117,13,0,0.49,1.89,0,0,189,1.72,0,0.24,0,0.49,1.23,0,0,0,0,0,0,0,0,0,0,0.24,0,0.24,0,cluster1
2284,0,0,13,0,0,2.666,0,0,96,8.08,0,0.73,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0.73,0,0.73,0,cluster1
2285,0,0,12,0,0.31,1.945,0,0,323,1.56,0,0.93,0,0.62,0.31,0.15,0,0,0,0,0,0,0,0,0.15,0,0,0.15,0,cluster1
2286,0,0,12,0,0,2,0,0,42,0,0,3.03,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2287,0,0.034,32,0,0.24,3.237,0,0,505,0.61,0,0.12,0,0.49,0.74,0.12,0,0,0,0,0,0,0,1.11,0,0.37,0,0,0,cluster1
2288,0,0,28,0,0.69,3.651,0,0,157,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0.114,0,0,cluster1
2289,0,0,4,0,0,1.5,0,0,63,0,0,1.56,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2290,0,0.048,13,0,0,2.23,0,0,261,2.87,0,1.91,0.31,0.31,1.27,0.31,0,0,0,0,0,0,1.27,0,0,0,0,0.63,0,cluster1
2291,0,0,50,0,0.16,4.438,0,0,932,0.81,0,0.16,0,0.48,0.48,0,0,0,0.16,0.16,0,0,0,0.16,0,0,0.095,0,0,cluster1
2292,0.004,0,40,0,0.25,2.393,0,0,1795,0,0,0,0,0.11,0,0.25,0.03,0.03,0.14,0.07,0,0,0.14,0,0.18,0.77,0,0.11,0,cluster1
2293,0,0,3,0,6.66,1.3,0,0,13,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster0
2294,0.014,0,46,0,0.06,2.35,0,0,3006,0,0,0,0.25,0.17,0,0.14,0,0.08,0.02,0.08,0.08,0,0.12,0.02,0.23,0.27,0.002,0,0,cluster1
2295,0,0,44,0,0,3.628,0,0,479,1.12,0,0,0,0,1.3,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,cluster1
2296,0,0,4,0,0,2,0,0,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2297,0,0,7,0,0,1.666,0,0,25,1.03,0,0,0,3.09,0,0,0,0,0,0,0,0,0,0,0,1.03,0,1.03,0,cluster1
2298,0,0,25,0,0.65,1.983,0,0,601,1.86,0,0,0.56,0.56,0.46,0.09,0,0.37,0,0,0.09,0,0.18,0,0,0.46,0,0.09,0,cluster1
2299,0.279,0,10,0,1.23,1.736,0,0,66,2.46,0,0,0,1.23,1.23,1.23,0,0,0,0,0,0,0,0,2.46,2.46,0,1.23,0,cluster0
2300,0,0,3,0,0.57,1.136,0,0,25,0.57,0,0,0,0.57,0,0.57,0,0,0,0,0,0,0,0,0,0.57,0,0,0,cluster1
2301,0,0,10,0,0,3.066,0,0,46,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2302,0.709,0,6,0,0,2.09,0,0,23,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,4.16,0,0,0,cluster1
2303,0,0,31,0,0,2.595,0,0,122,0,0,0,0,1.48,0.74,0.74,0,0,0,0,0,0,0,0,0,2.22,0,0,0,cluster1
2304,0.305,0.381,9,0,2.88,1.884,0.48,0,98,0,0.96,0,0,1.44,0,0,0.48,0.48,0,0,0,0,0,0.48,0,0,0,0,0,cluster0
2305,0.305,0.381,9,0,2.88,1.884,0.48,0,98,0,0.96,0,0,1.44,0,0,0.48,0.48,0,0,0,0,0,0.48,0,0,0,0,0,cluster0
2306,0,0,35,1.78,1.78,7,1.78,0,63,0,0,0,0,5.35,0,0,0,0,0,0,0,0,1.78,0,1.78,0,0,0,0,cluster0
2307,0,0,1,0,0,1,0,0,2,0,0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2308,0.174,0,100,0,0.47,4.026,0,0,608,3.34,0,0.47,0,0.95,0.63,0,0.31,0,0.31,0,0,0,0.63,0,0.63,0.31,0,0.15,0,cluster1
2309,0.146,0,6,0,0.43,1.341,0,0,55,0.86,0,0,0,1.29,0,0.43,0,0,0,0,0,0,0,0,0,0.43,0,0,0,cluster1
2310,0.05,0,25,0,0.12,2.414,0,0,367,2.51,0.12,0,0.37,0.37,0,0.12,0.25,0.12,0.25,0.12,0,0,0.37,0,0,0.37,0,0.25,0,cluster1
2311,0,0,51,0,0,3.682,0,0,151,5.52,0,1.22,0,0.61,1.22,0.61,0,0,0,0,0,0,0,0,0,0.61,0,1.84,0,cluster1
2312,0,0,1,0,0,1,0,0,13,0,0,1.29,1.29,2.59,0,1.29,0,0,2.59,0,0,0,0,0,0,1.29,0,0,0,cluster0
2313,0.306,0,100,0,0.66,5.525,0,0,431,4.98,0,0,0,0.33,0,0,0,0,0.33,0,0,0,0,0,0.99,0.33,0,0,0,cluster1
2314,0,0,12,0,1.6,2.36,0,0,177,0.26,0,0,0,0.26,0.53,2.41,0,0,0,0,0,0,0,0.26,0,2.14,0,0,0,cluster0
2315,0,0.105,12,0,0.74,2.555,0,0,69,2.96,0,0,0,1.48,0,0,0,1.48,0,0,0,0,0,0,0,0,0.105,0,0,cluster1
2316,0,0,185,0,0.04,2.667,0,0,1763,0.04,0,0,0.04,0.09,0,0.29,0.09,0,0.14,0.09,0.04,0,0.19,0,0.24,1.04,0,0.09,0,cluster1
2317,0,0,4,0,0,2.666,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,cluster1
2318,0,0,8,0,0,2.06,0,0,68,0,0,0,0.82,0,0,0,0,0.82,0,0,0,0,0,0,0,1.65,0,0,0,cluster1
2319,0,0,5,0,0,1.428,0,0,80,0,0,0,0.18,1.49,0,0.55,0,0,0,0,0,0,0,0,0,0.37,0,0,0,cluster1
2320,0.089,0,10,0,0,2.204,0,0,97,0,0,0,0,0.57,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0,cluster1
2321,0.193,0,4,0,0.25,1.181,0,0,104,0,0,0,0.25,1.51,0,0.63,0,0,0,0,0.12,0,0,0,0.12,0.12,0,0,0,cluster1
2322,0,0,18,0,0,2.037,0,0,913,0.4,0,0,0.1,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.1,0.012,0.2,0,cluster1
2323,0,0,4,0,0,1.578,0,0,30,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,cluster1
2324,0,0,5,0,1.53,1.196,0,0,67,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,cluster1
2325,0,0.087,24,0,1.35,4.23,0,0,110,0.67,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,0,cluster1
2326,0,0.095,11,0,0,1.688,0,0,103,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0,cluster1
2327,0,0,11,0,0,3.157,0,0,60,9.09,0,2.27,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,2.27,0,cluster1
2328,0,0,23,0,0,2.425,0,0,114,0,0,0,0,1.48,0.74,0.74,0,0,0,0,0,0,0,0,0,2.22,0,0,0,cluster1
2329,0,0.034,41,0,0.24,3.302,0,0,535,0.62,0,0.12,0,0.49,0.74,0.12,0,0,0,0,0,0,0,1.12,0,0.37,0,0,0,cluster1
2330,0,0.033,32,0,0.16,2.816,0.08,0,628,0.49,0,0.08,0,0.32,0.57,0.16,0,0,0,0,0,0,0,0.82,0,0.24,0,0,0,cluster1
2331,0,0,5,0,0,1.533,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,cluster1
2332,0,0.017,47,0,0.18,2.829,0.06,0,815,0.63,0,0.06,0,0.25,0.69,0.12,0,0,0,0,0.06,0,0,0.56,0.06,0.31,0,0,0,cluster1
2333,0,0,42,0.49,0,5.61,0,0,331,3.48,0,0.49,0,0,2.48,0,0,0,0,0.99,0,0,2.48,0,0,0.49,0,0,0,cluster1
2334,0,0,42,0.49,0,5.61,0,0,331,3.48,0,0.49,0,0,2.48,0,0,0,0,0.99,0,0,2.48,0,0,0.49,0,0,0,cluster1
2335,0,0,3,0,0,1.5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2336,0,0,12,0,0,1.409,0,0,62,0,0,0,0,1.24,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2337,0,0,4,0,0,1.8,0,0,36,1.11,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,cluster1
2338,0,0,3,0,0,1.148,0,0,31,0,0,0,0,1.61,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2339,2.378,0,37,0,1.38,3.315,1.38,0,126,0,0,0,0,1.38,0,0.69,0,0,0,0,0,0,0.69,0,0,0,0,0,0,cluster0
2340,0.442,0,10,0,0,2.125,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0,0,4.76,0,0,0,cluster1
2341,0,0,5,0,0.73,1.827,0,0,53,0,0,0,0,1.47,0.73,0.73,0,0,0,0,0,0,0,0,0,1.47,0,0,0,cluster1
2342,0,0.022,24,0,0,2.432,0,0,540,3.05,0,0.08,0,0,0,0.17,0.08,0.78,0,0,0.08,0,0,0,0,0.87,0,0,0,cluster1
2343,0.371,0,8,0,0,2.25,0,0,27,0,0,0,0,3.7,7.4,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,cluster1
2344,0.107,0,11,0,0,2.454,0,0,81,1.75,0,1.75,0,1.75,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,cluster1
2345,0.002,0.005,107,0,0.15,2.143,0.03,0,3168,0,0.07,0,0.09,0.13,0,0.15,0,0.05,0.01,0.03,0.03,0,0.11,0.03,0.03,0.25,0,0,0,cluster1
2346,1.086,0,1,0,0,1,0,0,3,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2347,0,0,5,0,2.27,1.909,0,0,42,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2348,0,0,4,0,0,1.379,0,0,40,0,0,1.47,1.47,0.73,0,0,0,0,0,0,0,0,0,0,0,0.73,0,0,0,cluster1
2349,0,0,8,0,0,1.769,0,0,23,0,0,0,0,4.83,0,1.61,0,0,0,0,0,0,0,1.61,0,0,0,3.22,0,cluster0
2350,0,0,3,0,1.31,1.266,0,0,19,1.31,0,0,0,5.26,0,1.31,0,0,0,0,0,0,0,0,0,2.63,0,1.31,0,cluster0
2351,0,0,7,0,0,3.475,0,0,139,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,cluster1
2352,0,0,13,0,0.44,1.955,0,0,133,1.76,0,0.88,0.44,1.32,1.32,0,0,0,0,0,0,0,0,0,0,0.88,0,0.44,0,cluster1
2353,0.955,0,5,0,0,1.5,0,0,24,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,cluster1
2354,0,0,4,0,0,1.766,0,0,53,0.47,0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0.47,0,0,0,cluster1
2355,0.558,0,7,0,0,2,0,0,28,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2356,0,0,5,0,0,1.8,0,0,9,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
2357,0,0,8,0,0.9,1.631,0,0,31,0,0,0,0.9,1.8,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,cluster1
2358,0.355,0,12,0,0,2.666,0,0,64,2.77,0,1.38,0,4.16,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster1
